year,month,day,consumption
2019,12,26,1.983469583333333
2019,12,27,2.433444625
2019,12,28,2.3369408333333324
2019,12,29,3.045228249999999
2019,12,30,1.6736951249999976
2019,12,31,2.560899708333333
2020,1,1,5.921252666666668
2020,1,2,5.574975000000002
2020,1,3,6.478094625
2020,1,4,5.574700916666665
2020,1,5,6.646534666666668
2020,1,6,-3.134276291666667
2020,1,7,-3.356783333333333
2020,1,8,-2.7071127500000003
2020,1,9,-5.517745291666667
2020,1,10,-4.733787791666668
2020,1,11,-2.2757644583333323
2020,1,12,-1.0097148750000016
2020,1,13,0.5709220000000003
2020,1,14,0.8861183750000006
2020,1,15,1.3038896666666675
2020,1,16,2.511677
2020,1,17,4.361073416666668
2020,1,18,4.87231575
2020,1,19,6.505805791666667
2020,1,20,5.347535374999999
2020,1,21,4.998001749999998
2020,1,22,3.5885865416666647
2020,1,23,5.018976250000001
2020,1,24,6.833504208333333
2020,1,25,4.814568416666667
2020,1,26,2.992498166666666
2020,1,27,2.7527837916666655
2020,1,28,1.5734439583333313
2020,1,29,-2.8568274166666683
2020,1,30,-4.431909333333334
2020,1,31,-4.281193083333335
2020,2,1,-2.1527118333333344
2020,2,2,-3.5286952499999997
2020,2,3,-2.4789613750000004
2020,2,4,-2.2181464166666647
2020,2,5,-3.3037434999999995
2020,2,6,-5.470871166666668
2020,2,7,-5.433270291666667
2020,2,8,-4.494092291666665
2020,2,9,-3.6553469583333342
2020,2,10,-3.285693708333333
2020,2,11,-1.9815794166666663
2020,2,12,-1.783444750000001
2020,2,13,-1.9211896666666661
2020,2,14,-6.310868541666667
2020,2,15,-2.6186306666666663
2020,2,16,-1.0252397083333344
2020,2,17,-2.15295575
2020,2,18,-5.269097374999999
2020,2,19,-3.3741386666666657
2020,2,20,-2.115750166666664
2020,2,21,-1.5372380833333337
2020,2,22,-2.0223622083333352
2020,2,23,-1.4090034166666658
2020,2,24,-1.7665822916666658
2020,2,25,-4.959934041666668
2020,2,26,-4.610531166666668
2020,2,27,-3.6841930416666653
2020,2,28,-4.863474291666667
2020,2,29,-5.241622749999999
2020,3,1,-2.2176551666666673
2020,3,2,-3.235158499999999
2020,3,3,-3.9051788750000003
2020,3,4,-2.960514125
2020,3,5,-13.900448583333334
2020,3,6,-3.012875875
2020,3,7,-1.7318282499999995
2020,3,8,-0.9377111250000004
2020,3,9,-0.9524037500000011
2020,3,10,-2.2895696666666665
2020,3,11,-1.420543041666666
2020,3,12,-1.9927838749999989
2020,3,13,-4.330207000000001
2020,3,14,-5.455211500000002
2020,3,15,-5.355783333333334
2020,3,16,-4.880318250000001
2020,3,17,-5.338434416666666
2020,3,18,-6.038103500000001
2020,3,19,-5.956890916666668
2020,3,20,-6.493588916666666
2020,3,21,-5.121075083333335
2020,3,22,-5.453444583333332
2020,3,23,-6.488869041666665
2020,3,24,-6.9662895833333325
2020,3,25,-6.730684791666668
2020,3,26,-7.204380708333333
2020,3,27,4.191135583333335
2020,3,28,17.859261833333335
2020,3,29,21.061273625000002
2020,3,30,13.558148958333334
2020,3,31,-6.209100583333335
2020,4,1,-6.303837375000001
2020,4,2,-6.927167166666666
2020,4,3,-6.481372416666665
2020,4,4,-7.233522708333335
2020,4,5,-6.579498291666667
2020,4,6,-7.1057915
2020,4,7,-6.765401125
2020,4,8,-6.655606541666665
2020,4,9,-6.695361291666668
2020,4,10,-6.284842124999997
2020,4,11,-6.404060666666666
2020,4,12,-6.430511791666665
2020,4,13,-6.532884666666667
2020,4,14,-7.185930374999999
2020,4,15,-7.051584916666665
2020,4,16,-7.238294458333335
2020,4,17,-7.136219125
2020,4,18,-6.825140625
2020,4,19,-6.902962958333333
2020,4,20,-6.874467166666666
2020,4,21,-7.124062875000001
2020,4,22,-6.923637249999999
2020,4,23,-7.206109999999998
2020,4,24,-7.601807750000002
2020,4,25,-8.186916541666667
2020,4,26,-7.484106833333333
2020,4,27,-7.537307166666667
2020,4,28,-7.152786333333334
2020,4,29,-7.1592149166666665
2020,4,30,-7.38641375
2020,5,1,-7.532195166666667
2020,5,2,-7.316062041666668
2020,5,3,-7.407723291666667
2020,5,4,-7.382207125
2020,5,5,-7.417082041666666
2020,5,6,-7.429053041666667
2020,5,7,-6.10634225
2020,5,8,-2.156499916666666
2020,5,9,-7.523121125
2020,5,10,-7.611907583333333
2020,5,11,-7.916208125
2020,5,12,-8.767606499999998
2020,5,13,-8.157594666666666
2020,5,14,-8.277612791666666
2020,5,15,-7.931908874999999
2020,5,16,-7.65476025
2020,5,17,-7.671318791666667
2020,5,18,-7.7275439583333325
2020,5,19,-9.090893333333334
2020,5,20,-9.95748975
2020,5,21,-9.2244405
2020,5,22,-9.40455225
2020,5,23,-4.840669666666667
2020,5,24,-10.472499
2020,5,25,-10.088132125
2020,5,26,-9.88543075
2020,5,27,-11.684712291666665
2020,5,28,-12.076769333333333
2020,5,29,-12.176376458333335
2020,5,30,-11.657261333333333
2020,5,31,-10.346581166666667
2020,6,1,-8.580514500000001
